2025-09-14 16:14:16 [[31merror[39m]: [31m[API] GET /favicon.ico 404 11ms[39m | {"method":"GET","url":"/favicon.ico","statusCode":404,"duration":11,"requestId":"1757846656722_zhcjz9mkj","responseSize":"62","userAgent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"}
2025-09-14 17:13:30 [[31merror[39m]: [31m[HEALTH] APIServer: error[39m | {"service":"APIServer","status":"error","error":"listen EADDRINUSE: address already in use :::3000"}
2025-09-14 17:17:12 [[31merror[39m]: [31m❌ Server error:[39m | {"error":"listen EADDRINUSE: address already in use :::3000","stack":"Error: listen EADDRINUSE: address already in use :::3000\n    at Server.setupListenHandle [as _listen2] (node:net:1939:16)\n    at listenInCluster (node:net:1996:12)\n    at Server.listen (node:net:2101:7)\n    at Function.listen (/Users/sanju007/Desktop/Rag_pip/node_modules/express/lib/application.js:605:24)\n    at startServer (file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:1376:24)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)","port":"3000"}
2025-09-14 17:17:12 [[31merror[39m]: [31m[HEALTH] APIServer: error[39m | {"service":"APIServer","status":"error","error":"listen EADDRINUSE: address already in use :::3000"}
2025-09-14 17:24:13 [[31merror[39m]: [31m❌ Server error:[39m | {"error":"listen EADDRINUSE: address already in use :::3000","stack":"Error: listen EADDRINUSE: address already in use :::3000\n    at Server.setupListenHandle [as _listen2] (node:net:1939:16)\n    at listenInCluster (node:net:1996:12)\n    at Server.listen (node:net:2101:7)\n    at Function.listen (/Users/sanju007/Desktop/Rag_pip/node_modules/express/lib/application.js:605:24)\n    at startServer (file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:1376:24)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)","port":"3000"}
2025-09-14 17:24:13 [[31merror[39m]: [31m[HEALTH] APIServer: error[39m | {"service":"APIServer","status":"error","error":"listen EADDRINUSE: address already in use :::3000"}
2025-09-14 17:26:44 [[31merror[39m]: [31m❌ Server error:[39m | {"error":"listen EADDRINUSE: address already in use :::3000","stack":"Error: listen EADDRINUSE: address already in use :::3000\n    at Server.setupListenHandle [as _listen2] (node:net:1939:16)\n    at listenInCluster (node:net:1996:12)\n    at Server.listen (node:net:2101:7)\n    at Function.listen (/Users/sanju007/Desktop/Rag_pip/node_modules/express/lib/application.js:605:24)\n    at startServer (file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:1376:24)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)","port":"3000"}
2025-09-14 17:26:44 [[31merror[39m]: [31m[HEALTH] APIServer: error[39m | {"service":"APIServer","status":"error","error":"listen EADDRINUSE: address already in use :::3000"}
2025-09-14 17:27:01 [[31merror[39m]: [31m❌ Server error:[39m | {"error":"listen EADDRINUSE: address already in use :::3000","stack":"Error: listen EADDRINUSE: address already in use :::3000\n    at Server.setupListenHandle [as _listen2] (node:net:1939:16)\n    at listenInCluster (node:net:1996:12)\n    at Server.listen (node:net:2101:7)\n    at Function.listen (/Users/sanju007/Desktop/Rag_pip/node_modules/express/lib/application.js:605:24)\n    at startServer (file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:1376:24)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)","port":"3000"}
2025-09-14 17:27:01 [[31merror[39m]: [31m[HEALTH] APIServer: error[39m | {"service":"APIServer","status":"error","error":"listen EADDRINUSE: address already in use :::3000"}
2025-09-16 06:40:28 [[31merror[39m]: [31m[PERF] Failed: service_initialization (1740ms)[39m | {"operationId":"service_initialization_1757985026548","operation":"service_initialization","startTime":1757985026548,"endTime":1757985028288,"duration":1740,"error":"Failed to initialize vector store: Failed to connect to chromadb. Make sure your server is running and try again. If you are running from a browser, make sure that your chromadb instance is configured to allow requests from the current origin using the CHROMA_SERVER_CORS_ALLOW_ORIGINS environment variable.","stack":"Error: Failed to initialize vector store: Failed to connect to chromadb. Make sure your server is running and try again. If you are running from a browser, make sure that your chromadb instance is configured to allow requests from the current origin using the CHROMA_SERVER_CORS_ALLOW_ORIGINS environment variable.\n    at VectorStore.initialize (file:///Users/sanju007/Desktop/Rag_pip/src/services/vector-store.js:42:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async initializeServices (file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:84:5)\n    at async startServer (file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:1373:5)"}
2025-09-16 06:41:41 [[31merror[39m]: [31m[API] GET /favicon.ico 404 5ms[39m | {"method":"GET","url":"/favicon.ico","statusCode":404,"duration":5,"requestId":"1757985101550_i1gm2bsof","responseSize":"62","userAgent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"}
2025-09-16 10:53:52 [[31merror[39m]: [31m[API] GET /favicon.ico 404 18ms[39m | {"method":"GET","url":"/favicon.ico","statusCode":404,"duration":18,"requestId":"1758000232188_j2h648uaz","responseSize":"62","userAgent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"}
2025-09-16 11:30:27 [[31merror[39m]: [31m❌ Server error:[39m | {"error":"listen EADDRINUSE: address already in use 0.0.0.0:3001","stack":"Error: listen EADDRINUSE: address already in use 0.0.0.0:3001\n    at Server.setupListenHandle [as _listen2] (node:net:1939:16)\n    at listenInCluster (node:net:1996:12)\n    at node:net:2205:7\n    at process.processTicksAndRejections (node:internal/process/task_queues:90:21)","port":"3001"}
2025-09-16 11:30:27 [[31merror[39m]: [31m[HEALTH] APIServer: error[39m | {"service":"APIServer","status":"error","error":"listen EADDRINUSE: address already in use 0.0.0.0:3001"}
2025-09-16 13:17:09 [[31merror[39m]: [31m❌ Server error:[39m | {"error":"listen EADDRINUSE: address already in use 0.0.0.0:3001","stack":"Error: listen EADDRINUSE: address already in use 0.0.0.0:3001\n    at Server.setupListenHandle [as _listen2] (node:net:1939:16)\n    at listenInCluster (node:net:1996:12)\n    at node:net:2205:7\n    at process.processTicksAndRejections (node:internal/process/task_queues:90:21)","port":"3001"}
2025-09-16 13:17:09 [[31merror[39m]: [31m[HEALTH] APIServer: error[39m | {"service":"APIServer","status":"error","error":"listen EADDRINUSE: address already in use 0.0.0.0:3001"}
2025-09-17 12:12:48 [[31merror[39m]: [31m[API] GET /favicon.ico 404 3ms[39m | {"method":"GET","url":"/favicon.ico","statusCode":404,"duration":3,"requestId":"1758091368940_ea64vo8ja","responseSize":"62","userAgent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"}
2025-09-17 13:47:01 [[31merror[39m]: [31m[PERF] Failed: document_ingestion (120701ms)[39m | {"operationId":"document_ingestion_1758096901141","operation":"document_ingestion","startTime":1758096901141,"endTime":1758097021842,"duration":120701,"error":"Failed to generate embeddings: Failed to perform inference: an HTTP error occurred when requesting the provider","stack":"Error: Failed to generate embeddings: Failed to perform inference: an HTTP error occurred when requesting the provider\n    at EmbeddingService.generateEmbeddings (file:///Users/sanju007/Desktop/Rag_pip/src/services/embedding-service.js:74:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:360:24"}
2025-09-17 13:47:01 [[31merror[39m]: [31m❌ Ingestion error:[39m | {"error":"Failed to generate embeddings: Failed to perform inference: an HTTP error occurred when requesting the provider","stack":"Error: Failed to generate embeddings: Failed to perform inference: an HTTP error occurred when requesting the provider\n    at EmbeddingService.generateEmbeddings (file:///Users/sanju007/Desktop/Rag_pip/src/services/embedding-service.js:74:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:360:24","requestId":"1758096901140_i9xsasmez","filePath":"/Users/sanju007/Desktop/Rag_pip/uploads/upload-1758096901108-810581787.pdf","originalName":"Relationship - Notes.pdf"}
2025-09-17 13:47:01 [[31merror[39m]: [31m[API] POST /api/documents/ingest 500 120706ms[39m | {"method":"POST","url":"/api/documents/ingest","statusCode":500,"duration":120706,"requestId":"1758096901140_i9xsasmez","responseSize":"177","userAgent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"}
2025-09-17 13:58:45 [[31merror[39m]: [31m[PERF] Failed: document_ingestion (120702ms)[39m | {"operationId":"document_ingestion_1758097605274","operation":"document_ingestion","startTime":1758097605274,"endTime":1758097725976,"duration":120702,"error":"Failed to generate embeddings: Failed to perform inference: an HTTP error occurred when requesting the provider","stack":"Error: Failed to generate embeddings: Failed to perform inference: an HTTP error occurred when requesting the provider\n    at EmbeddingService.generateEmbeddings (file:///Users/sanju007/Desktop/Rag_pip/src/services/embedding-service.js:74:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:360:24"}
2025-09-17 13:58:45 [[31merror[39m]: [31m❌ Ingestion error:[39m | {"error":"Failed to generate embeddings: Failed to perform inference: an HTTP error occurred when requesting the provider","stack":"Error: Failed to generate embeddings: Failed to perform inference: an HTTP error occurred when requesting the provider\n    at EmbeddingService.generateEmbeddings (file:///Users/sanju007/Desktop/Rag_pip/src/services/embedding-service.js:74:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:360:24","requestId":"1758097605273_oz5ea6yxx","filePath":"/Users/sanju007/Desktop/Rag_pip/uploads/upload-1758097605189-857079706.pdf","originalName":"Relationship - Notes.pdf"}
2025-09-17 13:58:45 [[31merror[39m]: [31m[API] POST /api/documents/ingest 500 120709ms[39m | {"method":"POST","url":"/api/documents/ingest","statusCode":500,"duration":120709,"requestId":"1758097605273_oz5ea6yxx","responseSize":"177","userAgent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"}
2025-09-17 17:03:38 [[31merror[39m]: [31m[PERF] Failed: document_ingestion (141010ms)[39m | {"operationId":"document_ingestion_1758108677641","operation":"document_ingestion","startTime":1758108677641,"endTime":1758108818651,"duration":141010,"error":"Failed to add documents: Unable to connect to the chromadb server (status: 422). Please try again later.","stack":"Error: Failed to add documents: Unable to connect to the chromadb server (status: 422). Please try again later.\n    at VectorStore.addDocuments (file:///Users/sanju007/Desktop/Rag_pip/src/services/vector-store.js:224:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:402:5"}
2025-09-17 17:03:38 [[31merror[39m]: [31m❌ Ingestion error:[39m | {"error":"Failed to add documents: Unable to connect to the chromadb server (status: 422). Please try again later.","stack":"Error: Failed to add documents: Unable to connect to the chromadb server (status: 422). Please try again later.\n    at VectorStore.addDocuments (file:///Users/sanju007/Desktop/Rag_pip/src/services/vector-store.js:224:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:402:5","requestId":"1758108677640_djy0npyel","filePath":"/Users/sanju007/Desktop/Rag_pip/uploads/upload-1758108677521-374939242.pdf","originalName":"Relationship - Notes.pdf"}
2025-09-17 17:03:38 [[31merror[39m]: [31m[API] POST /api/documents/ingest 500 141012ms[39m | {"method":"POST","url":"/api/documents/ingest","statusCode":500,"duration":141012,"requestId":"1758108677640_djy0npyel","responseSize":"170","userAgent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"}
2025-09-17 17:20:55 [[31merror[39m]: [31m[PERF] Failed: document_ingestion (77064ms)[39m | {"operationId":"document_ingestion_1758109778834","operation":"document_ingestion","startTime":1758109778834,"endTime":1758109855898,"duration":77064,"error":"Failed to add documents: Unable to connect to the chromadb server (status: 422). Please try again later.","stack":"Error: Failed to add documents: Unable to connect to the chromadb server (status: 422). Please try again later.\n    at VectorStore.addDocuments (file:///Users/sanju007/Desktop/Rag_pip/src/services/vector-store.js:224:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:402:5"}
2025-09-17 17:20:55 [[31merror[39m]: [31m❌ Ingestion error:[39m | {"error":"Failed to add documents: Unable to connect to the chromadb server (status: 422). Please try again later.","stack":"Error: Failed to add documents: Unable to connect to the chromadb server (status: 422). Please try again later.\n    at VectorStore.addDocuments (file:///Users/sanju007/Desktop/Rag_pip/src/services/vector-store.js:224:13)\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:402:5","requestId":"1758109778831_phta6ut63","filePath":"/Users/sanju007/Desktop/Rag_pip/uploads/upload-1758109778801-317985720.pdf","originalName":"Relationship - Notes.pdf"}
2025-09-17 17:20:55 [[31merror[39m]: [31m[API] POST /api/documents/ingest 500 77067ms[39m | {"method":"POST","url":"/api/documents/ingest","statusCode":500,"duration":77067,"requestId":"1758109778831_phta6ut63","responseSize":"170","userAgent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"}
2025-09-17 17:27:42 [[31merror[39m]: [31m[PERF] Failed: document_ingestion (30342ms)[39m | {"operationId":"document_ingestion_1758110231893","operation":"document_ingestion","startTime":1758110231893,"endTime":1758110262235,"duration":30342,"error":"Concurrent batch 24 failed: Both batch and individual processing failed. Batch error: Failed to process batch 1 after 3 attempts: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:embedContent: [429 Too Many Requests] You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [{\"@type\":\"type.googleapis.com/google.rpc.QuotaFailure\",\"violations\":[{\"quotaMetric\":\"generativelanguage.googleapis.com/embed_content_free_tier_requests\",\"quotaId\":\"EmbedContentRequestsPerMinutePerUserPerProjectPerModel-FreeTier\"}]},{\"@type\":\"type.googleapis.com/google.rpc.Help\",\"links\":[{\"description\":\"Learn more about Gemini API quotas\",\"url\":\"https://ai.google.dev/gemini-api/docs/rate-limits\"}]}], Individual error: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:embedContent: [429 Too Many Requests] You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [{\"@type\":\"type.googleapis.com/google.rpc.QuotaFailure\",\"violations\":[{\"quotaMetric\":\"generativelanguage.googleapis.com/embed_content_free_tier_requests\",\"quotaId\":\"EmbedContentRequestsPerMinutePerUserPerProjectPerModel-FreeTier\"}]},{\"@type\":\"type.googleapis.com/google.rpc.Help\",\"links\":[{\"description\":\"Learn more about Gemini API quotas\",\"url\":\"https://ai.google.dev/gemini-api/docs/rate-limits\"}]}]","stack":"Error: Concurrent batch 24 failed: Both batch and individual processing failed. Batch error: Failed to process batch 1 after 3 attempts: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:embedContent: [429 Too Many Requests] You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [{\"@type\":\"type.googleapis.com/google.rpc.QuotaFailure\",\"violations\":[{\"quotaMetric\":\"generativelanguage.googleapis.com/embed_content_free_tier_requests\",\"quotaId\":\"EmbedContentRequestsPerMinutePerUserPerProjectPerModel-FreeTier\"}]},{\"@type\":\"type.googleapis.com/google.rpc.Help\",\"links\":[{\"description\":\"Learn more about Gemini API quotas\",\"url\":\"https://ai.google.dev/gemini-api/docs/rate-limits\"}]}], Individual error: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:embedContent: [429 Too Many Requests] You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [{\"@type\":\"type.googleapis.com/google.rpc.QuotaFailure\",\"violations\":[{\"quotaMetric\":\"generativelanguage.googleapis.com/embed_content_free_tier_requests\",\"quotaId\":\"EmbedContentRequestsPerMinutePerUserPerProjectPerModel-FreeTier\"}]},{\"@type\":\"type.googleapis.com/google.rpc.Help\",\"links\":[{\"description\":\"Learn more about Gemini API quotas\",\"url\":\"https://ai.google.dev/gemini-api/docs/rate-limits\"}]}]\n    at file:///Users/sanju007/Desktop/Rag_pip/src/services/embedding-service.js:191:15\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async Promise.all (index 23)\n    at async EmbeddingService.generateEmbeddingsBatch (file:///Users/sanju007/Desktop/Rag_pip/src/services/embedding-service.js:197:26)\n    at async file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:374:24"}
2025-09-17 17:27:42 [[31merror[39m]: [31m❌ Ingestion error:[39m | {"error":"Concurrent batch 24 failed: Both batch and individual processing failed. Batch error: Failed to process batch 1 after 3 attempts: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:embedContent: [429 Too Many Requests] You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [{\"@type\":\"type.googleapis.com/google.rpc.QuotaFailure\",\"violations\":[{\"quotaMetric\":\"generativelanguage.googleapis.com/embed_content_free_tier_requests\",\"quotaId\":\"EmbedContentRequestsPerMinutePerUserPerProjectPerModel-FreeTier\"}]},{\"@type\":\"type.googleapis.com/google.rpc.Help\",\"links\":[{\"description\":\"Learn more about Gemini API quotas\",\"url\":\"https://ai.google.dev/gemini-api/docs/rate-limits\"}]}], Individual error: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:embedContent: [429 Too Many Requests] You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [{\"@type\":\"type.googleapis.com/google.rpc.QuotaFailure\",\"violations\":[{\"quotaMetric\":\"generativelanguage.googleapis.com/embed_content_free_tier_requests\",\"quotaId\":\"EmbedContentRequestsPerMinutePerUserPerProjectPerModel-FreeTier\"}]},{\"@type\":\"type.googleapis.com/google.rpc.Help\",\"links\":[{\"description\":\"Learn more about Gemini API quotas\",\"url\":\"https://ai.google.dev/gemini-api/docs/rate-limits\"}]}]","stack":"Error: Concurrent batch 24 failed: Both batch and individual processing failed. Batch error: Failed to process batch 1 after 3 attempts: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:embedContent: [429 Too Many Requests] You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [{\"@type\":\"type.googleapis.com/google.rpc.QuotaFailure\",\"violations\":[{\"quotaMetric\":\"generativelanguage.googleapis.com/embed_content_free_tier_requests\",\"quotaId\":\"EmbedContentRequestsPerMinutePerUserPerProjectPerModel-FreeTier\"}]},{\"@type\":\"type.googleapis.com/google.rpc.Help\",\"links\":[{\"description\":\"Learn more about Gemini API quotas\",\"url\":\"https://ai.google.dev/gemini-api/docs/rate-limits\"}]}], Individual error: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:embedContent: [429 Too Many Requests] You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [{\"@type\":\"type.googleapis.com/google.rpc.QuotaFailure\",\"violations\":[{\"quotaMetric\":\"generativelanguage.googleapis.com/embed_content_free_tier_requests\",\"quotaId\":\"EmbedContentRequestsPerMinutePerUserPerProjectPerModel-FreeTier\"}]},{\"@type\":\"type.googleapis.com/google.rpc.Help\",\"links\":[{\"description\":\"Learn more about Gemini API quotas\",\"url\":\"https://ai.google.dev/gemini-api/docs/rate-limits\"}]}]\n    at file:///Users/sanju007/Desktop/Rag_pip/src/services/embedding-service.js:191:15\n    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)\n    at async Promise.all (index 23)\n    at async EmbeddingService.generateEmbeddingsBatch (file:///Users/sanju007/Desktop/Rag_pip/src/services/embedding-service.js:197:26)\n    at async file:///Users/sanju007/Desktop/Rag_pip/src/core/server.js:374:24","requestId":"1758110231891_ddj4yyc6y","filePath":"/Users/sanju007/Desktop/Rag_pip/uploads/upload-1758110231855-880161003.pdf","originalName":"Relationship - Notes.pdf"}
2025-09-17 17:27:42 [[31merror[39m]: [31m[API] POST /api/documents/ingest 500 30346ms[39m | {"method":"POST","url":"/api/documents/ingest","statusCode":500,"duration":30346,"requestId":"1758110231891_ddj4yyc6y","responseSize":"1748","userAgent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"}
